,Store,Address,지역구,,,,,,,,,,Service
224,GS25강동삼성점,서울,강동구,"상일로5길8,",1층,(상일동,269-7),,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
225,GS25강동성내점,서울,강동구,"양재대로97길7,",1층,(성내동,397),,,,,,CAFE25치킨25의약품택배현금 출금
226,GS25강동성심점,서울,강동구,"성안로156,",1층,3호,(길동,"416-6,",우주빌딩),,,,CAFE25의약품택배보조배터리대여현금 출금
227,GS25강동성일점,서울,강동구,"성내로13길14,",1층,102호,(성내동,543),,,,,CAFE25의약품택배보조배터리대여현금 출금
228,GS25강동세무서점,서울,강동구,"천호대로1139,",1층,(길동,"459-3,",강동그린타워),,,,,CAFE25의약품택배
229,GS25강동스마일점,서울,강동구,명일로243,(길동,96),,,,,,,CAFE25치킨25의약품택배
230,GS25강동암사점,서울,강동구,"고덕로20마길29,",1층,(암사1동,469-30),,,,,,의약품택배보조배터리대여현금 출금
231,GS25강동원일점,서울,강동구,올림픽로92길6,(천호동,315-6),,,,,,,CAFE25베이커리치킨25의약품택배현금 출금
232,GS25강동제일점,서울,강동구,올림픽로622,(성내2동,"78-10,",케이디빌딩),,,,,,CAFE25의약품택배보조배터리대여현금 출금
233,GS25강동천일점,서울,강동구,올림픽로88길36,(천호동,313-4),,,,,,,CAFE25베이커리치킨25의약품택배
234,GS25강동트레벨점,서울,강동구,"천호대로1057,","105,6호(천호3동","451-20,",오피스텔트레벨),,,,,,CAFE25의약품택배현금 출금
235,GS25강동파크점,서울,강동구,"천호대로1078,",104호(성내2동,"164-1,",CJ나인파크),,,,,,스포츠 토토CAFE25치킨25의약품택배보조배터리대여현금 출금
236,GS25강동펠리스점,서울,강동구,"고덕로140,","상가동1층119-2,120-1",(암사동,"413-3,",현대대림아파트),,,,,의약품택배보조배터리대여
237,GS25강동풍성로점,서울,강동구,"풍성로56길10,",1층,(성내동,417-44),,,,,,CAFE25의약품택배현금 출금
238,GS25강북구청점,서울,강북구,"한천로139나길1,",1층(수유3동,192-3),,,,,,,CAFE25의약품택배현금 출금
239,GS25강북동수점,서울,강북구,"한천로148길13,",1층,(수유동,181-49),,,,,,CAFE25치킨25의약품택배현금 출금
240,GS25강북벽산점,서울,강북구,"삼각산로145,",1층,(수유2동,220-19),,,,,,의약품택배
241,GS25강북수유점,서울,강북구,"삼양로497,",1층,(우이동,"282-1,",씨엘빌딩),,,,,CAFE25의약품택배보조배터리대여현금 입/출금현금 출금
242,GS25강북우이점,서울,강북구,"삼양로173길39,",1층(우이동,165-4),,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금undefinedundefined
243,GS25강북한천점,서울,강북구,"한천로132길84,",외,1필지(466-23),(번동,466-22),,,,,CAFE25의약품택배현금 출금
244,GS25강서IT밸리점,서울,강서구,"화곡로68길82,",106호(등촌1동,"638-3,",강서IT밸리),,,,,,CAFE25의약품택배보조배터리대여
245,GS25강서LG사이언스2점,서울,강서구,"마곡중앙10로70,",E14동,3층,(마곡동,789),,,,,
246,GS25강서LG사이언스점,서울,강서구,"마곡중앙10로70,",B1F,(마곡동,789),,,,,,CAFE25택배
247,GS25강서공항점,서울,강서구,"송정로37,",1층(공항동,60-31),,,,,,,CAFE25치킨25의약품택배현금 출금
248,GS25강서까치산점,서울,강서구,"강서로16길22,",1층,일부,(화곡동,341-31),,,,,CAFE25의약품택배현금 출금
249,GS25강서노블점,서울,강서구,"양천로500,",1층,114호,(등촌동,"628,",등촌동노블리움오피스텔),,,,CAFE25의약품
250,GS25강서드림점,서울,강서구,강서로155(화곡1동,1075-39),,,,,,,,CAFE25의약품보조배터리대여현금 출금
251,GS25강서등촌점,서울,강서구,강서로392-11,(등촌동,678-13),,,,,,,CAFE25치킨25의약품택배현금 입/출금현금 출금
252,GS25강서로우장산점,서울,강서구,"강서로46길47,",1층,일부,(내발산동,"706-5,",동산빌딩),,,,치킨25의약품택배
253,GS25강서메디칼점,서울,강서구,"양천로556,",101호,(등촌1동,"630-12,",강서메디칼센터),,,,,스포츠 토토CAFE25치킨25의약품택배보조배터리대여현금 출금
254,GS25강서메르디앙점,서울,강서구,공항대로38길106,(내발산동,659-4),,,,,,,CAFE25의약품택배현금 출금undefined
255,GS25강서메트로칸점,서울,강서구,"공항대로45가길11,",1층,101호,(등촌1동,"656-52,",강서메트로칸),,,,의약품택배보조배터리대여
256,GS25강서방화점,서울,강서구,양천로14길16(방화2동,559-5),,,,,,,,CAFE25의약품택배보조배터리대여현금 출금
257,GS25강서부영점,서울,강서구,"강서로56나길110,",1층,상가동,(등촌동,"691-3,",부영아파트),,,,치킨25의약품택배
258,GS25강서사랑점,서울,강서구,"화곡로58길8,",1층(화곡6동,1117),,,,,,,CAFE25의약품보조배터리대여현금 출금undefined
259,GS25강서센트레점,서울,강서구,공항대로2길25(공항동,70-223),,,,,,,,CAFE25의약품택배보조배터리대여현금 출금
260,GS25강서송정역점,서울,강서구,"공항대로34,",1층,(공항동,"42-22,",청보빌딩),,,,,CAFE25의약품택배
261,GS25강서송정점,서울,강서구,"남부순환로11길28,",1층,(공항동,"1340,",엘지(GS)25),,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금undefined
262,GS25강서안강점,서울,강서구,"마곡중앙로165,",102호,(마곡동,"757-5,",안강프라이빗타워),,,,,CAFE25의약품택배
263,GS25강서우림점,서울,강서구,"양천로583,",상가,113호(염창동,"240-21,",우림블루나인),,,,,CAFE25택배보조배터리대여
264,GS25강서우장점,서울,강서구,"강서로45다길21,",1층,(화곡동,1012),,,,,,CAFE25의약품택배보조배터리대여현금 출금
265,GS25강서으뜸점,서울,강서구,"강서로7길45,",1층(화곡1동,901-24),,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
266,GS25강서자이타워점,서울,강서구,"양천로401,",A동,103호,(가양동,"1498,",강서한강자이타워),,,,CAFE25의약품택배보조배터리대여현금 출금
267,GS25강서타운점,서울,강서구,"화곡로346,",109호(화곡6동,"1111-2,",귀뚜라미홈시스텔),,,,,,CAFE25의약품택배보조배터리대여현금 출금
268,GS25강서타워점,서울,영등포구,선유로75,(문래동6가,"10,",GS강서타워지하1층),,,,,,택배
269,GS25강서트레벨점,서울,강서구,"양천로57길9-19,",101호,(가양동,"1479-8,",동양트레벨스카이오피스텔),,,,,CAFE25치킨25의약품택배현금 출금
270,GS25강서한빛점,서울,강서구,"양천로30길32,",1층,남쪽에서,첫번째,점포,(마곡동,326-19),,,치킨25의약품택배
271,GS25강서화곡로점,서울,강서구,화곡로18길31,(화곡동,1086-3),,,,,,,CAFE25치킨25의약품택배현금 출금
272,GS25강서화곡점,서울,강서구,까치산로193(화곡6동,1114),,,,,,,,CAFE25의약품택배보조배터리대여현금 출금undefined
273,GS25강서희망점,서울,강서구,"강서로5나길90,",1층(화곡1동,913-11),,,,,,,스포츠 토토의약품택배현금 출금
274,GS25강서힐스테이트점,서울,강서구,"강서로242,",상가동,1층,103호,(화곡동,"1165-1,",강서힐스테이트),,,의약품택배보조배터리대여
275,GS25강일4단지점,서울,강동구,아리수로97길19,(강일동,"673,","강일리버파크4단지상가동101,102호)",,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금undefined
276,GS25강일뉴타운점,서울,강동구,"아리수로93길33,",105호,(강일동,"675,",베스트프라자),,,,,CAFE25의약품택배보조배터리대여현금 출금
277,GS25강일리버점,서울,강동구,"아리수로94길72,",102호,강일리버파크,8단지상가,"(강일동,",강일리버파크8단지아파트),,,,CAFE25의약품택배보조배터리대여현금 출금
278,GS25강일타운점,서울,강동구,"아리수로97길68,",상가,101호(강일동,"668,",강일리버파크2단지),,,,,CAFE25의약품보조배터리대여undefined
279,GS25개나리SK점,서울,강남구,"역삼로315,",107호,(역삼동,716-4),,,,,,CAFE25치킨25의약품택배현금 출금
280,GS25개봉가늠점,서울,구로구,고척로27길51,(개봉동,118-26),,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금undefinedundefined
281,GS25개봉당곡점,서울,구로구,개봉로11길7,(개봉3동,348-1),,,,,,,CAFE25베이커리치킨25의약품택배현금 출금undefinedundefined
282,GS25개봉로점,서울,구로구,"개봉로17나길88,",1층,(개봉동,308-18),,,,,,의약품택배
283,GS25개봉역점,서울,구로구,"개봉로20길78,",101호,(개봉2동,"407-18,",성동유치원),,,,,CAFE25의약품택배보조배터리대여
284,GS25개봉으뜸점,서울,구로구,"경인로40길41,",107호,(개봉1동,"181-5,",대덕빌딩),,,,,CAFE25의약품
285,GS25개봉제일점,서울,구로구,"개봉로23가길76,",102호(개봉2동,"182-11,",한마음프라자),,,,,,CAFE25의약품택배보조배터리대여현금 출금
286,GS25개봉중앙점,서울,구로구,경인로330(개봉3동,353-1),,,,,,,,CAFE25의약품택배보조배터리대여현금 출금
287,GS25개봉푸르지오점,서울,구로구,"고척로30길26,",1층,(개봉동,130-22),,,,,,CAFE25의약품택배
288,GS25개봉한마을점,서울,구로구,"경인로382,",제2상감동,"106,107호",(개봉동,476),,,,,CAFE25치킨25의약품보조배터리대여현금 출금
289,GS25개봉현대점,서울,구로구,개봉로16길9(개봉2동,261-11),,,,,,,,CAFE25의약품택배보조배터리대여현금 출금
290,GS25개포경남점,서울,강남구,언주로110(개포1동,649),,,,,,,,CAFE25의약품보조배터리대여
291,GS25개포럭키점,서울,강남구,개포로20길12(개포4동,1232),,,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
292,GS25개포미래점,서울,강남구,"개포로244,",1층,(개포동,1212),,,,,,CAFE25의약품택배현금 출금
293,GS25개포사랑점,서울,강남구,"논현로8길21,",1층,(개포동,1187-6),,,,,,CAFE25치킨25의약품택배현금 출금
294,GS25개포소망점,서울,강남구,"개포로508,","109호,110호",(개포2동,"186-15,",소망빌딩),,,,,CAFE25의약품보조배터리대여현금 출금
295,GS25개포영광점,서울,강남구,논현로4길12(개포4동,1168),,,,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
296,GS25개포타운점,서울,강남구,논현로12길13,(개포동,1196-6),,,,,,,CAFE25의약품택배
297,GS25개화산역점,서울,강서구,양천로25,(방화1동,"495-18,",서림미술학원),,,,,,CAFE25의약품택배보조배터리대여현금 출금
298,GS25거여삼호점,서울,송파구,"거마로9길23,",104호(거여1동,"136-22,",힐하우스빌딩),,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금
299,GS25거여세신점,서울,송파구,"양산로14,",110호(거여동,"290-1,",세신종합상가),,,,,,의약품택배보조배터리대여
300,GS25거여센타점,서울,송파구,"거마로3길18,",1층,(거여1동,23),,,,,,CAFE25치킨25의약품택배보조배터리대여현금 출금undefined
301,GS25거여우리점,서울,송파구,"오금로64길3,",1층,101호,(거여2동,546),,,,,의약품택배현금 출금
302,GS25건국대학병원점,서울,광진구,"능동로120-1,",지하1층,(화양동,"4-12,",건국대학교병원),,,,,CAFE25의약품택배
303,GS25건국점,서울,광진구,화양동,195-17,,,,,,,,스포츠 토토CAFE25의약품택배보조배터리대여현금 출금TAX REFUND
304,GS25건대기숙사점,서울,광진구,능동로120,(화양동,"1,",건국대학교기숙사1층상가내109호),,,,,,택배보조배터리대여
305,GS25건대동문회관점,서울,광진구,"아차산로36길5,",1층,3호,(자양동,"227-336,",건국대학교동문회관),,,,CAFE25치킨25의약품택배현금 출금undefined
306,GS25건대로데오점,서울,광진구,동일로20길8,(자양동,24-1),,,,,,,CAFE25의약품택배현금 출금
307,GS25건대몰점,서울,광진구,"아차산로30길26,",104호,(자양동,"9-4,",몰오브케이),,,,,CAFE25의약품택배현금 출금undefined
308,GS25건대수정점,서울,광진구,"능동로13길15,",1층(화양동,11-1),,,,,,,CAFE25의약품택배보조배터리대여현금 출금
309,GS25건대시티점,서울,광진구,"아차산로205,",101호,(화양동,"49-12,",글로벌시티),,,,,CAFE25의약품택배보조배터리대여현금 출금
310,GS25건대제일점,서울,광진구,아차산로25길7(화양동,49-1),,,,,,,,로또판매CAFE25의약품택배보조배터리대여현금 출금
311,GS25건대호수점,서울,광진구,"아차산로39길16,",1층(자양1동,225-90),,,,,,,의약품택배현금 출금TAX REFUND
312,GS25게이트웨이점,서울,용산구,"후암로107,",지하2층(동자동,"12,",게이트웨이타워),,,,,,CAFE25택배
313,GS25경기대서울점,서울,서대문구,"경기대로9길50,",지하1층(충정로3가,1-35),,,,,,,CAFE25베이커리치킨25의약품택배현금 출금
314,GS25경리단길점,서울,용산구,"회나무로17,",1층,101호,(이태원동,277-6),,,,,CAFE25의약품
315,GS25경의선책거리점,서울,마포구,"신촌로4길18,",1층,코너면,(동교동,176-1),,,,,CAFE25의약품택배현금 출금undefined
316,GS25경희궁자이점,서울,종로구,"송월길155,",상가동,1층,4123호,(교북동,"12-1,",경희궁자이),,,CAFE25치킨25의약품택배
317,GS25경희대학사점,서울,동대문구,"경희대로26,",경희대학교,서울캠퍼스,공공기숙사,지상1층,(회기동,1-5),,,CAFE25치킨25택배현금 출금undefined
318,GS25경희원룸점,서울,동대문구,"이문로3길66,",외,1필지,1층,(회기동,103-220),,,,CAFE25치킨25의약품택배
319,GS25경희의대점,서울,동대문구,"회기로23가길21,",1층(회기동,3-4),,,,,,,의약품택배현금 출금
320,GS25경희점,서울,동대문구,경희대로3길2(회기동,36-26),,,,,,,,로또판매CAFE25의약품택배보조배터리대여현금 출금undefinedundefined
321,GS25계동중앙점,서울,종로구,"계동길61,",1층,(계동,86),,,,,,CAFE25치킨25의약품택배현금 입/출금현금 출금
322,GS25고대개운점,서울,성북구,개운사길56(안암동5가,15-19),,,,,,,,스포츠 토토CAFE25베이커리치킨25의약품택배보조배터리대여현금 출금
323,GS25고대교육관점,서울,성북구,"안암로145,",1층,(안암동5가,"1-2,",고려대학교,운초우선교육관),,,,보조배터리대여
324,GS25고대민주광장점,서울,성북구,"인촌로113,",B1,(안암동5가,43),,,,,,CAFE25치킨25택배
325,GS25고대성북천점,서울,성북구,"보문로22길28,",1층(안암동3가,86),,,,,,,CAFE25치킨25의약품택배현금 출금
326,GS25고대안암점,서울,성북구,"개운사길14,",1층(안암동5가,101-28),,,,,,,CAFE25베이커리치킨25의약품택배보조배터리대여
327,GS25고대우신향점,서울,성북구,안암로99(안암동5가,85-11),,,,,,,,의약품현금 출금
328,GS25고대으뜸점,서울,동대문구,안암로22길2,(제기동,137-66),,,,,,,CAFE25의약품택배현금 출금
329,GS25고대종암점,서울,성북구,북악산로27길14,(종암동,"31-46,",돌채빌딩),,,,,,CAFE25베이커리치킨25의약품택배현금 출금
330,GS25고대중도관점,서울,성북구,"안암로145,",지하1층,(안암동5가,"1-2,",고려대학교,중앙도서관),,,,택배
331,GS25고대중앙광장점,서울,성북구,"안암로145,",고려대학교,중앙광장,109C호,(안암동5가,1-2),,,,CAFE25치킨25택배
332,GS25고대타운점,서울,성북구,인촌로24가길7(안암동5가,103-61),,,,,,,,의약품택배보조배터리대여현금 출금
333,GS25고대하나점,서울,성북구,인촌로46,(안암동3가,"132-4,",에스엠오피스텔B201호),,,,,,의약품택배
