date.gs,reg_02.gs,마스크,스타킹,스테디셀러,일회용품,"계절성(여름,겨울)",00~19,20~39,40~59,60~99,F,M,temp_max,wind_max,temp_min,temp_avg,wa_avg,rain_sum,temp_range,rain
2016-02-19,4분위수,161,920,31477,1259,17426,1092,36254,12733,1192,29386,21885,5.7,3.3,1.5,3.6,1.3,0,4.1,N
2016-02-20,1분위수,28,182,9708,275,4484,519,10346,3630,182,8868,5809,7,5.4,-1.2,2.3,2.2,0,8.2,N
2016-02-20,2분위수,56,351,13911,632,7582,546,16342,5238,413,14225,8314,7,5.8,-1.5,2,2.4,0,8.5,N
2016-02-20,3분위수,70,267,13547,449,6722,490,15384,4740,441,13158,7897,7,5.3,-2.2,1.9,2,0,9.2,N
2016-02-20,4분위수,175,857,31610,1264,18641,1100,38500,11908,1039,31252,21295,7.1,4.8,-1.1,2.4,2.2,0,8.2,N
2016-02-21,1분위수,42,105,8626,217,4131,518,9560,2812,231,7312,5809,4.3,5,-2.6,0.4,2.2,0,6.9,N
2016-02-21,2분위수,70,231,12062,414,5672,665,14010,3480,294,11813,6636,4.5,4.3,-2.6,0.3,2.1,0,7.1,N
2016-02-21,3분위수,42,147,12627,329,7008,427,13571,5199,956,11792,8361,4.2,4.2,-3.9,-0.1,1.8,0,8.1,N
2016-02-21,4분위수,70,385,29965,1152,15456,996,33973,10978,1102,28312,18737,4.4,4.5,-2,0.5,2.1,0,6.4,N
2016-02-22,1분위수,77,105,7665,273,4007,434,8798,2713,196,6409,5732,4.4,3.7,-1.3,1.7,1.4,0,5.7,N
2016-02-22,2분위수,21,197,10625,471,5765,525,12417,3836,322,10806,6294,4.6,3,-1.5,1.7,1.3,0,6.1,N
2016-02-22,3분위수,63,154,10367,371,5165,673,11566,3390,512,10624,5517,4.6,2.9,-2,1.6,1,0,6.6,N
2016-02-22,4분위수,203,575,24724,1196,12254,904,28175,9023,976,23721,15357,4.9,3,-0.8,2.1,1.3,0,5.7,N
2016-02-23,1분위수,56,112,8386,294,3825,449,8777,3230,217,7563,5110,5.2,6.1,-3.4,1.2,2.4,0.1,8.6,Y
2016-02-23,2분위수,70,302,10875,611,5797,511,12860,3962,343,11786,5890,5.6,5.2,-3.6,1,2.3,0.1,9.2,Y
2016-02-23,3분위수,56,154,10811,266,4776,778,10869,3939,484,9714,6356,5.5,5.1,-3.4,1.2,2.1,0,8.9,N
2016-02-23,4분위수,98,484,28883,989,12873,1172,32325,9001,843,26555,16786,5.6,5.1,-3.2,1.4,2.3,0,8.8,N
2016-02-24,1분위수,28,77,9702,371,3549,498,9408,3653,168,7418,6309,2,4.6,-5.5,-2.1,2.1,0,7.5,N
2016-02-24,2분위수,70,168,12679,548,5972,715,14213,4117,392,12341,7096,2,3.9,-5.9,-2.3,1.9,0,8,N
2016-02-24,3분위수,70,161,11290,344,5409,793,12134,4102,245,10823,6451,2.1,4,-6.8,-2.4,1.8,0,8.9,N
2016-02-24,4분위수,147,457,29317,934,12784,925,31418,10124,1200,25705,17962,2.1,3.9,-5.4,-2.2,2,0,7.6,N
2016-02-25,1분위수,35,154,9060,259,3471,350,8744,3759,126,7152,5827,5.5,6.5,-4.8,0.7,2.4,0,10.2,N
2016-02-25,2분위수,35,252,12330,555,6072,791,13540,4640,273,11690,7554,5.6,5,-5.1,0.7,1.9,0,10.7,N
2016-02-25,3분위수,35,189,11901,364,4649,700,12203,3857,378,10263,6875,5.7,5.3,-6.1,0.3,1.9,0,11.8,N
2016-02-25,4분위수,112,421,29066,1195,13791,931,32313,10303,1038,25908,18677,5.9,5.4,-3.9,1.2,2.2,0,9.7,N
2016-02-26,1분위수,14,224,9455,351,4675,358,9904,4177,301,8587,6153,7.3,4.4,-1.6,2.9,1.8,0,9,N
2016-02-26,2분위수,21,288,13685,533,7167,700,14744,5914,371,14177,7552,7.5,3.8,-2,2.8,1.5,0,9.5,N
2016-02-26,3분위수,35,175,12728,329,6028,553,13801,4612,336,12027,7275,7.1,3.5,-3.1,2.3,1.4,0,10.2,N
2016-02-26,4분위수,63,661,32979,1188,17535,918,37925,12446,1214,31984,20519,7.7,3.8,-1.2,3,1.7,0,8.9,N
2016-02-27,1분위수,35,168,9460,280,5653,603,10565,4302,175,9668,5977,7.9,4.3,1.2,4,1.6,0.1,6.8,Y
2016-02-27,2분위수,105,259,13939,554,7522,651,16749,4699,315,13720,8694,8.4,3.5,0.8,3.8,1.5,0.1,7.6,Y
2016-02-27,3분위수,7,336,13543,371,6421,588,14637,5131,357,13081,7632,7.9,3.5,0,3.4,1.3,0.1,7.8,Y
2016-02-27,4분위수,133,555,31085,983,18101,1138,37235,11450,1258,30175,20906,8.2,3.4,1,3.9,1.5,0.4,7.2,Y
2016-02-28,1분위수,7,126,10383,273,5290,455,11317,4801,168,9766,6975,6.7,5.9,-1.3,1.5,1.7,2.7,8,Y
2016-02-28,2분위수,7,182,14217,499,6956,777,16650,4977,301,14699,8006,6.5,5.2,-1.6,1.2,1.8,2.4,8.1,Y
2016-02-28,3분위수,21,196,15201,308,8129,917,17253,5750,483,15224,9179,6.7,4.9,-2.9,0.8,1.3,2.2,9.6,Y
2016-02-28,4분위수,42,561,33710,941,17093,1318,39765,11479,1187,31749,22000,6.7,4.3,-1.4,1.6,1.4,2.6,8.1,Y
2016-02-29,1분위수,14,133,9378,182,4541,441,10126,3450,238,8017,6238,-0.4,5.6,-4.3,-2.7,3,0,3.9,N
2016-02-29,2분위수,56,176,13334,527,6511,686,14472,5061,392,12776,7835,-0.5,5.4,-4.6,-2.9,3,0,4,N
2016-02-29,3분위수,84,189,12591,406,5708,889,13227,4336,526,12013,6965,-0.3,5,-5.3,-2.9,2.5,0,5,N
2016-02-29,4분위수,126,357,30075,1203,14151,982,33805,10319,827,28297,17636,-0.1,5.2,-4.2,-2.6,3,0,4.1,N
2016-03-01,1분위수,35,196,8713,238,4900,385,9790,3655,252,7198,6884,2.2,4.9,-5.7,-1.7,2,0,7.9,N
2016-03-01,2분위수,70,231,12454,329,6969,686,14503,4458,406,12145,7908,2.5,3.8,-6.5,-1.8,1.8,0,9,N
2016-03-01,3분위수,14,161,12451,252,6848,504,14209,4747,266,11743,7983,2.2,4,-7.5,-2.3,1.6,0,9.6,N
2016-03-01,4분위수,126,504,30193,906,16257,1008,35283,10698,997,27736,20250,2.2,3.9,-5.6,-1.5,2,0,7.8,N
2016-03-02,1분위수,21,161,8633,217,5942,674,10799,3037,464,8012,6962,8.6,6.1,-1.3,3.7,2.3,0,9.9,N
2016-03-02,2분위수,35,322,12236,520,7699,812,14660,5011,329,13696,7116,8.8,5,-1.3,3.6,2,0,10.1,N
2016-03-02,3분위수,28,217,11482,336,6674,798,13240,4377,322,11045,7692,8.5,4.4,-2.5,3.6,1.8,0,11,N
2016-03-02,4분위수,168,703,26136,1188,14999,882,31083,10318,911,25018,18176,9,4.6,-0.9,3.9,2.4,0,10,N
2016-03-03,1분위수,42,281,8080,210,4473,666,8848,3284,295,7056,6037,13.1,3.6,5.1,8.3,1.5,0,8,N
2016-03-03,2분위수,42,231,12023,477,7178,813,14220,4391,541,12539,7426,13,3.9,4.6,8.2,1.6,0,8.4,N
2016-03-03,3분위수,49,217,11698,407,6362,588,13334,4390,421,11903,6830,12.7,3.2,3.9,7.8,1.4,0,8.8,N
2016-03-03,4분위수,77,810,25681,941,15070,791,31409,9700,806,25111,17595,13.5,3.6,4.9,8.5,1.7,0,8.6,N
2016-03-04,1분위수,42,231,9406,308,6505,553,11547,4378,238,9169,7547,19.4,3.5,6.1,13,1.6,0.2,13.3,Y
2016-03-04,2분위수,56,387,12913,554,9055,966,16507,5324,532,14419,8910,19.2,4.3,6.8,12.9,2,0.2,12.4,Y
2016-03-04,3분위수,35,393,11909,351,7608,672,14723,4866,280,12976,7565,18.9,3,4.9,12.4,1.4,0,14,N
2016-03-04,4분위수,70,1012,30828,935,20891,1346,38771,13221,1016,30309,24045,19.6,3.4,6.9,13.3,1.8,0,12.6,N
2016-03-05,1분위수,42,224,10657,238,5657,743,12585,4651,203,9649,8533,14.2,4.7,9.7,12,1.8,40,4.5,Y
2016-03-05,2분위수,63,322,15179,463,8764,728,19500,6275,385,16704,10184,14.3,4.7,9.3,11.9,2.1,36.8,5,Y
2016-03-05,3분위수,112,344,15553,315,8925,658,19138,6306,646,16325,10423,14.2,4,9.7,9.2,1.5,33.5,4.5,Y
2016-03-05,4분위수,84,829,35560,1138,19561,1254,45488,13420,1412,35564,26010,14.8,4.6,9.6,12.3,2.1,38.9,5.2,Y
2016-03-06,1분위수,196,196,8801,224,5718,596,10912,3452,203,8841,6322,13.2,4.7,5.3,8.7,2,0,7.8,N
2016-03-06,2분위수,274,315,13251,414,8053,777,16118,5069,357,14044,8277,13.1,4.1,5.1,8.4,1.9,0,8,N
2016-03-06,3분위수,294,393,12934,351,8340,511,16315,5031,462,13369,8950,13,3.9,4.5,8.4,1.6,0,8.5,N
2016-03-06,4분위수,521,793,29986,1040,17562,1220,37152,10583,975,29446,20484,13.8,3.6,5.4,8.9,1.6,0,8.4,N
2016-03-07,1분위수,77,252,7733,329,4237,533,9015,3080,105,7222,5511,12.4,3.3,5.6,8.8,1.2,0,6.8,N
2016-03-07,2분위수,211,366,10824,752,12558,743,19636,4086,316,18329,6452,12.4,3.9,5.3,8.6,1.6,0,7,N
2016-03-07,3분위수,245,309,11369,435,6072,658,12968,4410,457,11203,7290,12.2,2.8,4,8.3,1,0,8.1,N
2016-03-07,4분위수,448,879,25109,1293,15019,1219,31116,9754,904,25381,17612,12.6,3,5.8,9,1.2,0,6.8,N
2016-03-08,1분위수,70,175,9142,322,4142,623,9748,3263,217,7815,6036,7.9,4.7,-0.3,3.6,2.4,0,8.2,N
2016-03-08,2분위수,84,302,12177,562,11515,701,19241,4355,343,17921,6719,7.6,4.3,-0.7,3.4,2.3,0,8.3,N
2016-03-08,3분위수,84,308,11847,357,5379,841,12430,4270,441,11205,6777,7.7,3.9,-0.4,3.5,2,0,8.2,N
2016-03-08,4분위수,259,738,28732,1089,12348,911,30480,10939,836,24863,18303,8,4,-0.2,3.7,2.2,0,8.3,N
2016-03-09,1분위수,35,154,9502,267,4465,490,10075,3634,224,7805,6618,5.8,4.9,-1.8,1.1,2.8,0,7.6,N
2016-03-09,2분위수,98,273,12727,456,6149,826,14706,3828,343,12608,7095,6.2,5.1,-2,0.9,2.8,0,8.2,N
2016-03-09,3분위수,49,203,12739,478,5558,784,13629,4165,463,11824,7217,6.2,4.7,-2,1.2,2.4,0,8.2,N
2016-03-09,4분위수,217,385,31598,865,13165,1143,32137,11940,1024,27149,19095,5.9,4.6,-1.6,1,2.5,0,7.5,N
2016-03-10,1분위수,112,112,9696,316,3968,490,9617,3782,315,7887,6317,3.8,5.3,-3,0,2.7,0,6.8,N
2016-03-10,2분위수,56,224,13175,625,5974,631,14978,4172,273,12641,7413,4,5.3,-3.2,-0.2,2.6,0,7.1,N
2016-03-10,3분위수,14,231,12815,400,5252,672,13673,3904,463,11294,7418,4,4.9,-3.6,-0.2,2.3,0,7.6,N
2016-03-10,4분위수,112,589,30716,1103,13752,869,33256,11172,1024,27030,19291,4,4.8,-2.7,0.1,2.5,0,6.7,N
2016-03-11,1분위수,35,154,10557,336,5501,616,11650,3918,399,9045,7538,4.7,5,-3.8,0.4,2.2,0,8.4,N
2016-03-11,2분위수,70,273,14576,589,7660,897,16723,5043,505,14156,9012,5.1,4.2,-4,0.3,2,0,9.1,N
2016-03-11,3분위수,98,217,12647,490,5993,602,14093,4287,463,11972,7473,4.6,4,-4.8,0,1.8,0,9.4,N
2016-03-11,4분위수,126,781,32830,1224,16161,952,37596,11495,1079,29566,21556,5.1,4.1,-3.3,0.5,2.1,0,8.4,N
2016-03-12,1분위수,14,175,9985,252,5711,525,10642,4767,203,9461,6676,7.1,5,-1.9,2.9,2.1,0,9,N
2016-03-12,2분위수,49,450,15609,655,8334,588,18273,5837,420,15447,9671,7.3,4.2,-2.1,2.8,1.8,0,9.5,N
2016-03-12,3분위수,63,217,14631,456,7323,665,16179,5355,491,13583,9107,6.9,4.1,-3.3,2.6,1.6,0,10.2,N
2016-03-12,4분위수,168,822,33750,1075,18207,1289,39160,12494,1086,30916,23113,7.3,4.3,-1.4,3.1,2,0,8.7,N
2016-03-13,1분위수,28,119,9805,273,5332,504,10570,4315,259,8917,6731,6.6,3.4,2.5,4.3,1.2,0,4.1,N
2016-03-13,2분위수,119,351,14017,435,7863,833,16377,5449,231,14646,8244,6.8,3.2,2.2,4.1,1.3,0,4.6,N
2016-03-13,3분위수,112,245,15525,533,7899,763,17352,5855,505,14796,9679,6.4,2.6,1.2,3.8,0.9,0,5.2,N
2016-03-13,4분위수,140,618,32259,1046,18824,1552,38376,11989,1117,31197,21837,7,2.8,2.8,4.6,1.2,0,4.2,N
2016-03-14,1분위수,21,196,8395,322,3830,518,8427,3630,189,7106,5658,9.7,3.9,2.2,5.4,1.7,0,7.5,N
2016-03-14,2분위수,119,161,11755,716,6391,574,13868,4294,406,12525,6617,9.8,4,1.8,5.3,1.7,0,8,N
2016-03-14,3분위수,49,210,10679,343,5787,750,11685,4296,358,10388,6701,9.8,3.7,0.8,4.9,1.4,0,9,N
2016-03-14,4분위수,119,802,25775,1209,12304,994,28352,10020,850,22565,17651,10,3.6,2.4,5.4,1.7,0,7.5,N
2016-03-15,1분위수,28,253,9342,343,5481,553,10839,3768,294,8344,7110,12.4,4,0.2,6.1,1.4,0,12.2,N
2016-03-15,2분위수,49,308,12554,562,6251,777,13945,4686,316,12160,7564,12.6,3.4,-0.2,5.9,1.4,0,12.8,N
2016-03-15,3분위수,56,357,10591,365,6273,714,12739,3888,301,10945,6697,12.2,3.4,-1.5,5.5,1.3,0,13.6,N
2016-03-15,4분위수,112,794,26937,898,15186,947,32899,9290,791,24979,18948,12.5,3.4,0.8,6.2,1.5,0,11.7,N
2016-03-16,1분위수,56,322,9708,308,5247,603,10775,3940,330,9103,6545,13.6,4.3,3.4,8.1,1.4,0,10.2,N
2016-03-16,2분위수,133,322,13087,520,6424,812,14673,4581,434,13338,7162,14,3.7,3.3,8,1.4,0,10.7,N
2016-03-16,3분위수,49,350,11866,497,6701,875,13636,4321,638,12312,7158,13.6,3.9,2,7.3,1.3,0,11.6,N
2016-03-16,4분위수,133,816,28638,1061,14892,1375,32516,10823,826,26552,18988,13.8,3.8,3.8,8.3,1.5,0,10,N
2016-03-17,1분위수,21,393,9257,386,6023,609,11180,3976,315,9562,6518,14.9,2.5,2.2,9.5,0.8,0,12.7,N
2016-03-17,2분위수,56,379,13106,625,6929,848,15289,4580,392,13456,7653,14.8,2.9,2.5,9.5,1,0,12.3,N
2016-03-17,3분위수,42,387,11563,463,6585,742,13548,4133,617,11830,7210,14.6,2.5,0.8,8.5,0.8,0,13.8,N
2016-03-17,4분위수,84,893,28710,1158,16028,1241,33622,10974,1043,26080,20800,15.3,2.5,3,9.9,1,0,12.3,N
2016-03-18,1분위수,42,401,10367,273,6897,807,12008,4885,287,10151,7836,19.4,3.9,8.8,13.3,1.3,0,10.5,N
2016-03-18,2분위수,56,724,14256,723,9388,868,17877,6003,399,15845,9302,19.4,3.7,8.8,13.2,1.5,0,10.6,N
2016-03-18,3분위수,56,485,12233,427,7712,940,14556,4941,476,12827,8086,19,3.4,7.2,12.6,1.2,0,11.8,N
2016-03-18,4분위수,98,1449,32007,1264,21882,1269,40617,13854,981,34013,22708,16.7,3.3,6.7,10.7,1.4,0,10,N
2016-03-19,1분위수,42,308,9797,442,6998,771,11997,4447,372,9950,7637,17.5,4.4,7.2,11.8,1.7,0,10.2,N
2016-03-19,2분위수,105,612,14592,563,9818,645,18601,5891,560,15744,9953,17.6,3.8,7.1,11.5,1.7,0,10.5,N
2016-03-19,3분위수,84,555,14108,547,10298,910,18086,5923,673,15320,10272,17.3,3.5,5.5,11,1.5,0,11.8,N
2016-03-19,4분위수,140,1570,32870,1300,22437,1246,43137,12940,1001,35551,22773,17.7,3.7,7.3,11.7,1.7,0,10.4,N
2016-03-20,1분위수,42,288,8994,273,6292,630,10786,4087,386,8737,7152,16.3,3.9,5.3,10.6,1.4,0,11,N
2016-03-20,2분위수,168,351,14302,407,8929,1086,17270,5289,519,14835,9329,16.6,3.5,5.2,10.4,1.5,0,11.4,N
2016-03-20,3분위수,91,365,14299,406,8257,799,16541,5369,709,14281,9137,16.4,3.3,3.7,9.8,1.3,0,12.6,N
2016-03-20,4분위수,224,1120,33284,1004,20298,1247,41784,11841,1058,33125,22805,16.9,3.5,5.4,10.5,1.6,0,11.5,N
2016-03-21,1분위수,112,435,7675,309,5696,609,10189,3240,189,8888,5339,16,4.8,5.7,10.2,1.7,0,10.3,N
2016-03-21,2분위수,168,576,11783,534,6906,933,14534,4094,406,13246,6721,16.4,3.9,5.5,10.2,1.6,0,10.9,N
2016-03-21,3분위수,98,372,10949,267,6187,609,12871,3889,504,11292,6581,16.1,3.8,4,9.6,1.5,0,12.1,N
2016-03-21,4분위수,112,1020,25644,1210,16080,1204,31993,9964,905,25826,18240,16.3,4.1,6.1,10.3,1.7,0,10.3,N
2016-03-22,1분위수,140,287,9105,252,5254,560,10044,4294,140,8419,6619,13.9,4.6,3.8,8.4,2.1,0,10.1,N
2016-03-22,2분위수,63,499,11887,541,6866,932,14628,4009,287,12318,7538,14.2,3.7,3.6,8.3,1.8,0,10.6,N
2016-03-22,3분위수,84,479,11851,336,5355,988,12879,3846,399,11348,6764,14,4.1,2.1,7.9,1.7,0,11.9,N
2016-03-22,4분위수,98,1098,28743,1251,15733,1085,34356,10514,968,28423,18500,14.1,4,3.7,8.3,1.8,0,10.4,N
2016-03-23,1분위수,28,280,8883,280,5196,735,10414,3357,168,8170,6504,13.5,5.4,5,8.5,2.3,0,8.5,N
2016-03-23,2분위수,35,499,13486,442,7741,1116,16154,4625,315,14139,8071,13.7,4.8,4.6,8.3,2.2,0,9.1,N
2016-03-23,3분위수,84,267,12394,273,5929,812,13657,3910,568,11788,7159,13.3,4.4,3.6,8.1,1.9,0,9.7,N
2016-03-23,4분위수,133,984,28254,1097,15689,1407,32855,10856,1039,26318,19839,13.7,4.3,5.3,8.6,2,0,8.4,N
2016-03-24,1분위수,98,231,9519,280,6185,560,11305,4196,252,8920,7393,12.5,4.5,2.9,7.4,2,0,9.6,N
2016-03-24,2분위수,63,436,14161,674,7807,1029,16353,5332,427,14685,8456,12.7,4,2.4,7,2,0,10.3,N
2016-03-24,3분위수,133,280,13280,554,6385,868,14763,4581,427,12735,7904,12.3,3.9,1.3,6.8,1.6,0,11,N
2016-03-24,4분위수,168,893,30112,1218,17350,1190,36529,10957,1065,29387,20354,12.4,3.9,3,7.3,1.8,0,9.4,N
2016-03-25,1분위수,14,316,10852,386,6883,624,12142,5468,231,9908,8557,11.7,4.1,2.7,7.1,1.6,0,9,N
2016-03-25,2분위수,14,541,14849,709,7615,990,17384,5011,364,15192,8557,12.4,3.7,2.4,7,1.5,0,10,N
2016-03-25,3분위수,63,336,13728,477,7606,917,15791,4840,676,13776,8448,11.8,3.7,1.2,6.3,1.4,0,10.6,N
2016-03-25,4분위수,224,1083,33285,1105,20709,1290,40751,13360,1047,33908,22540,12.2,3.6,3.1,7.1,1.7,0,9.1,N
2016-03-26,1분위수,35,273,9825,316,6243,497,11561,4319,315,9364,7328,12.3,4.9,2,6.8,1.7,0,10.3,N
2016-03-26,2분위수,105,654,16517,638,10296,975,20321,6403,511,17182,11028,12.9,3.8,1.9,6.6,1.6,0,11,N
2016-03-26,3분위수,77,485,14949,435,9048,918,17783,5809,484,15766,9228,12.6,3.7,0.7,6.2,1.4,0,11.9,N
2016-03-26,4분위수,161,1098,34199,1111,20417,1183,41339,13131,1333,33564,23422,13,3.5,2.3,6.9,1.6,0,10.7,N
2016-03-27,1분위수,49,386,9979,400,5918,652,11253,4526,301,9752,6980,13.2,5.4,2.5,7.4,2,0,10.7,N
2016-03-27,2분위수,126,478,14766,575,9353,729,17817,6304,455,15568,9737,13.3,4.3,2.4,7.3,1.8,0,11,N
2016-03-27,3분위수,140,484,15659,365,8661,721,17977,6162,449,15542,9767,13.4,4.4,1,6.8,1.7,0,12.4,N
2016-03-27,4분위수,147,949,34874,1067,20288,1036,41348,13452,1496,34069,23263,13.2,4.6,3.2,7.5,1.9,0,10.1,N
2016-03-28,1분위수,49,386,8704,329,7242,574,11504,4359,273,9449,7261,16.6,4.4,3.1,10,1.6,0,13.5,N
2016-03-28,2분위수,49,386,12031,583,8205,721,14777,5188,568,13105,8149,17,3.4,2.9,9.9,1.4,0,14.1,N
2016-03-28,3분위수,56,415,10896,371,6409,798,13122,3933,294,11609,6538,16.6,3.6,1.5,9.2,1.4,0,15.1,N
2016-03-28,4분위수,91,922,25973,948,17338,1599,32885,9729,1066,27211,18068,17.4,3.5,3.8,10.3,1.6,0,13.6,N
2016-03-29,1분위수,70,267,8912,379,5370,756,11124,3435,224,9130,6409,17.2,7,8.1,11.7,3.1,0.2,9,Y
2016-03-29,2분위수,91,527,13178,604,8141,918,16869,5049,322,14107,9051,17.8,5.9,8.3,11.8,2.7,0,9.5,N
2016-03-29,3분위수,84,287,11697,280,6478,777,13512,4454,575,11649,7669,17.5,5.5,6.6,11.8,2.5,0.1,10.9,Y
2016-03-29,4분위수,295,1055,29096,1083,17556,1078,37363,10892,884,29953,20264,17.7,5.4,8.8,11.9,2.8,0,8.9,N
2016-03-30,1분위수,98,294,9571,308,7172,707,11892,4557,287,9686,7757,17.8,5.1,7,11.8,1.8,0,10.8,N
2016-03-30,2분위수,224,633,14285,583,7708,988,16617,5359,476,15469,7971,18.2,3.7,7.2,11.7,1.6,0,11,N
2016-03-30,3분위수,238,358,12313,520,8114,820,14911,5180,632,13666,7877,17.9,4,6.1,11.3,1.5,0,11.8,N
2016-03-30,4분위수,506,1077,30787,1245,19716,1362,37906,12680,1383,31037,22294,18.1,4.2,7,11.8,1.7,0,11,N
2016-03-31,1분위수,35,449,9357,323,7061,770,11265,4854,336,9560,7665,21.1,4.1,6.8,14,1.3,0,14.3,N
2016-03-31,2분위수,119,590,16216,597,9569,1053,17658,7784,596,17864,9227,21.2,3.2,6.8,13.8,1.3,0,14.5,N
2016-03-31,3분위수,112,485,12409,478,8085,1017,14892,4943,717,13110,8459,21,3.2,5,12.8,1.1,0,16,N
2016-03-31,4분위수,182,1378,30299,1196,20900,1057,38291,13444,1163,32352,21603,21.3,3.2,7.7,14.2,1.4,0,13.6,N
2016-04-01,1분위수,77,471,9669,337,9151,819,13547,4967,372,10892,8813,23.5,4.2,8.1,15.7,1.2,0,15.3,N
2016-04-01,2분위수,42,675,13850,695,11530,952,19500,5815,539,17068,9738,23.6,3.7,8.5,15.7,1.4,0,15,N
2016-04-01,3분위수,112,682,12855,358,9296,840,16359,5487,617,14610,8693,23.3,3.4,6.4,14.6,1.1,0,16.9,N
2016-04-01,4분위수,161,1878,32444,1308,26274,1591,44214,14715,1559,38061,24018,23.7,3.9,9.4,16,1.4,0,14.3,N
2016-04-02,1분위수,42,478,8943,358,8646,497,12670,5013,287,10867,7600,21.5,5.4,10,15.4,1.9,0,11.4,N
2016-04-02,2분위수,84,718,14145,667,12789,1044,20260,6721,378,17958,10445,22.1,4.5,10.2,15.4,1.6,0,11.9,N
2016-04-02,3분위수,91,534,14706,520,11673,848,19669,6468,539,16605,10919,21.6,4.6,8.3,14.7,1.6,0,13.2,N
2016-04-02,4분위수,301,1428,34499,1244,29767,1761,48806,15398,1274,40055,27184,21.9,4.5,11,15.8,1.8,0,10.9,N
2016-04-03,1분위수,7,196,9660,210,6321,715,12048,4019,364,10175,6971,13.4,5.1,8.6,11.2,1.4,1.7,4.8,Y
2016-04-03,2분위수,77,450,14867,526,8334,1164,18424,5694,273,16446,9109,13.3,5.5,8.9,11,1.7,1.7,4.4,Y
2016-04-03,3분위수,42,385,15430,400,7899,875,17614,6090,539,15460,9658,13.4,4.5,7.6,10.7,1.1,2.1,5.8,Y
2016-04-03,4분위수,224,801,33719,926,20421,1505,44261,12811,1319,36017,23879,13.7,4.2,9.3,11.3,1.2,2.4,4.4,Y
2016-04-04,1분위수,35,399,8249,323,7687,674,11895,3935,189,9568,7125,19.4,4.7,6.4,12.7,1.8,0,13.1,N
2016-04-04,2분위수,105,583,11694,534,8592,932,15899,4418,266,13678,7837,19.8,4,5.9,12.5,1.9,0,13.8,N
2016-04-04,3분위수,42,414,10762,372,7187,1194,13183,3917,483,11824,6953,19.4,3.6,4.4,12,1.5,0,15,N
2016-04-04,4분위수,175,1336,26750,1279,19834,1345,35045,11651,1361,28739,20663,20,3.6,6.5,12.7,1.6,0,13.5,N
2016-04-05,1분위수,7,379,8902,294,5944,722,10761,3903,154,7995,7545,18.2,5.1,6.4,11.8,2.1,0,11.7,N
2016-04-05,2분위수,35,583,12877,611,8830,861,16728,4899,448,14178,8758,18.4,4.1,6.2,11.8,1.9,0,12.2,N
2016-04-05,3분위수,56,386,11692,365,7476,694,14620,4283,378,12280,7695,18.3,4.2,4.7,11.3,1.8,0,13.7,N
2016-04-05,4분위수,245,1378,29590,1174,20288,1128,38600,11958,989,31925,20750,18.3,4.3,6.6,11.9,1.9,0,11.8,N
2016-04-06,1분위수,63,393,9038,280,7399,644,12686,4674,91,10215,7880,22.9,4.8,7.4,14.7,1.3,3.2,15.4,Y
2016-04-06,2분위수,35,547,12464,610,10040,1157,18405,6013,273,16217,9631,22.7,4.5,7.2,14.4,1.3,3.4,15.4,Y
2016-04-06,3분위수,49,393,11226,505,8253,959,15302,5469,455,14078,8107,22.5,3.8,5.8,14,1.1,3.2,16.7,Y
2016-04-06,4분위수,161,1330,29102,1330,25257,1288,45478,13718,1452,37363,24573,23.3,3.6,7.9,14.8,1.4,3.2,15.4,Y
2016-04-07,1분위수,42,385,9422,322,7245,518,12029,4722,315,9686,7898,21,5.1,10.6,14.6,2.3,7.8,10.3,Y
2016-04-07,2분위수,21,597,14062,723,9557,890,18220,5668,448,15574,9652,21.2,4.6,10,14.2,2.1,7.4,11.1,Y
2016-04-07,3분위수,28,407,12401,456,8436,882,15589,5187,378,13731,8305,20.8,4.2,9.6,14.3,1.8,7.6,11.2,Y
2016-04-07,4분위수,133,1132,30089,1307,22133,1295,40016,12979,1269,33240,22319,21.2,4.6,10.4,14.6,2,5.9,10.8,Y
2016-04-08,1분위수,105,428,10635,266,7616,980,12631,5117,322,10561,8489,19,6,8.1,11.4,2.4,0,10.9,N
2016-04-08,2분위수,119,661,15475,590,10274,1030,19576,6086,427,17625,9494,19.8,4.1,8.1,11.3,2,0,11.7,N
2016-04-08,3분위수,84,697,13599,427,8503,1065,16012,5721,519,14301,9016,19,4.6,7.8,11.3,1.9,0,11.2,N
2016-04-08,4분위수,126,1723,33711,1511,21535,1472,41673,14170,1326,34186,24455,19.5,4.6,8,11.3,2,0,11.5,N
2016-04-09,1분위수,414,464,10425,317,6207,511,12378,4749,210,10034,7814,14.8,3.4,7.6,11.2,1.4,0,7.2,N
2016-04-09,2분위수,568,555,16326,590,11129,1144,20268,7210,560,18926,10256,14.7,2.9,7.7,11.3,1.3,0,7,N
2016-04-09,3분위수,385,506,15869,441,10638,967,19467,6852,553,17064,10775,14.6,2.7,6.8,11.2,1.2,0,7.8,N
2016-04-09,4분위수,1407,1457,38733,1118,25060,1618,50284,14426,1679,40548,27459,15.3,3.3,7.7,11.6,1.5,0,7.6,N
2016-04-10,1분위수,506,252,10379,336,7882,948,13046,5221,140,10541,8814,20.6,5.1,10,13.8,1.8,0,10.7,N
2016-04-10,2분위수,665,441,14651,562,10499,862,19668,5980,322,17406,9426,20.9,4.3,9.4,13.6,1.6,0,11.5,N
